last_update_time,country_name,total_case,new_case,total_deaths,new_deaths,total_recovered,active_cases,critical_cases,total_case_per_million,total_death_per_million,total_tests,total_tests_per_million
December 20, 2021, 10:16 GMT,Egypt,375330,,21361,,312291,41678,90,3569,203,3693367,35122
December 20, 2021, 10:16 GMT,Moldova,372200,,9493,,357657,5050,107,92582,2361,2320474,577199
December 20, 2021, 10:16 GMT,Norway,350424,,1204,,88952,260268,117,63907,220,9044376,1649439
December 20, 2021, 10:16 GMT,Armenia,343708,72,7903,4,328799,7006,,115674,2660,2497107,840393
December 20, 2021, 10:16 GMT,Oman,304874,31,4113,,300203,558,2,57562,777,25000000,4720154
December 20, 2021, 10:16 GMT,Bosnia and Herzegovina,284272,,13121,,192218,78933,,87444,4036,1444359,444292
December 20, 2021, 10:16 GMT,Bahrain,278499,,1394,,276571,534,1,155766,780,7775271,4348756
December 20, 2021, 10:16 GMT,Singapore,275910,,813,,271357,3740,29,46624,137,21098774,3565364
December 20, 2021, 10:16 GMT,Latvia,267465,326,4454,10,253282,9729,84,144136,2400,5524045,2976895
December 20, 2021, 10:16 GMT,Kenya,263707,,5353,,249296,9058,1,4751,96,2930320,52796
December 20, 2021, 10:16 GMT,Australia,254633,3905,2146,,220833,31654,114,9819,83,51880210,2000554
December 20, 2021, 10:16 GMT,Qatar,246537,,614,,243634,2289,11,87804,219,3102590,1104988
December 20, 2021, 10:16 GMT,Estonia,232506,386,1884,,217356,13266,22,175101,1419,2448373,1843874
December 20, 2021, 10:16 GMT,Nigeria,223887,,2985,,211537,9365,11,1048,14,3686403,17258
December 20, 2021, 10:16 GMT,North Macedonia,221285,,7815,,207948,5522,,106221,3751,1521642,730418
December 20, 2021, 10:16 GMT,Finland,219250,5932,1493,39,46000,171757,60,39481,269,8355976,1504679
December 20, 2021, 10:16 GMT,Zambia,216508,,3679,,207223,5606,110,11314,192,2826101,147683
December 20, 2021, 10:16 GMT,Algeria,214592,,6184,,147640,60768,21,4768,137,230861,5129
December 20, 2021, 10:16 GMT,Albania,205777,,3166,,197376,5235,23,71620,1102,1438741,500746
December 20, 2021, 10:16 GMT,Botswana,199864,,2425,,192452,4987,1,82552,1002,1960578,809801
December 20, 2021, 10:16 GMT,Uzbekistan,197268,194,1461,3,194052,1755,23,5772,43,1377915,40315
December 20, 2021, 10:16 GMT,Zimbabwe,192796,,4787,,138397,49612,12,12701,315,1775927,116995
December 20, 2021, 10:16 GMT,Kyrgyzstan,184218,23,2784,1,179311,2123,131,27571,417,1889527,282793
December 20, 2021, 10:16 GMT,Montenegro,160995,,2375,,156633,1987,60,256287,3781,939530,1495633
December 20, 2021, 10:16 GMT,Mozambique,159904,,1952,,150435,7517,13,4915,60,1027426,31579
December 20, 2021, 10:16 GMT,Afghanistan,157795,8,7335,,145268,5192,1124,3924,182,811979,20193
December 20, 2021, 10:16 GMT,Cyprus,145161,,620,,124370,20171,54,118962,508,9477138,7766701
December 20, 2021, 10:16 GMT,Namibia,138184,,3582,,127369,7233,16,52980,1373,837584,321134
December 20, 2021, 10:16 GMT,Ghana,131911,,1255,,129683,973,5,4119,39,2038858,63672
December 20, 2021, 10:16 GMT,Uganda,129061,,3273,,97971,27817,74,2697,68,2059797,43046
December 20, 2021, 10:16 GMT,El Salvador,121530,,3807,,105567,12156,198,18599,583,1493233,228528
December 20, 2021, 10:16 GMT,Cambodia,120423,7,3005,,116803,615,,7060,176,2745722,160968
December 20, 2021, 10:16 GMT,Cameroon,107662,,1836,,105307,519,13,3913,67,1751774,63674
December 20, 2021, 10:16 GMT,Rwanda,101582,,1344,,45522,54716,,7569,100,3793980,282679
December 20, 2021, 10:16 GMT,Laos,98572,,273,,7339,90960,,13267,37,890892,119904
December 20, 2021, 10:16 GMT,Luxembourg,96108,,898,,89457,5753,22,149963,1401,3765019,5874792
December 20, 2021, 10:16 GMT,Maldives,93957,,259,,91713,1985,23,169454,467,1829814,3300114
December 20, 2021, 10:16 GMT,Jamaica,92052,,2446,,63861,25745,5,30889,821,691862,232161
December 20, 2021, 10:16 GMT,Trinidad and Tobago,85422,,2580,,67268,15574,22,60750,1835,486415,345926
December 20, 2021, 10:16 GMT,Senegal,74161,,1886,,72212,63,2,4265,108,901722,51857
December 20, 2021, 10:16 GMT,Réunion,67237,,393,,62026,4818,21,74322,434,1347378,1489363
December 20, 2021, 10:16 GMT,Angola,65938,,1738,,63770,430,3,1919,51,1220635,35525
December 20, 2021, 10:16 GMT,Malawi,64741,,2311,,59156,3274,67,3261,116,461666,23255
December 20, 2021, 10:16 GMT,DRC,64448,,1126,,50930,12392,,689,12,306299,3275
December 20, 2021, 10:16 GMT,Ivory Coast,62077,,706,,61088,283,,2271,26,1189763,43528
December 20, 2021, 10:16 GMT,Eswatini,60036,,1261,,48868,9907,11,50975,1071,415526,352814
December 20, 2021, 10:16 GMT,Guadeloupe,55441,,749,,2250,52442,23,138525,1871,551264,1377389
December 20, 2021, 10:16 GMT,Fiji,52623,,697,,51196,730,,58086,769,467268,515773
December 20, 2021, 10:16 GMT,Suriname,51416,10,1185,2,48875,1356,11,86511,1994,165674,278759
December 20, 2021, 10:16 GMT,Syria,49751,,2846,,31166,15739,,2745,157,113162,6244
December 20, 2021, 10:16 GMT,Madagascar,47295,,996,,43961,2338,22,1646,35,307183,10692
December 20, 2021, 10:16 GMT,French Guiana,46732,,336,,11254,35142,6,150750,1084,471557,1521171
December 20, 2021, 10:16 GMT,Martinique,46700,,749,,104,45847,1,124587,1998,438296,1169291
December 20, 2021, 10:16 GMT,French Polynesia,46342,,636,,,,7,163587,2245,,
December 20, 2021, 10:16 GMT,Sudan,45112,,3252,,36009,5851,,995,72,238579,5261
December 20, 2021, 10:16 GMT,Malta,41853,,471,,38952,2430,4,94420,1063,1211456,2733029
December 20, 2021, 10:16 GMT,Mauritania,40083,,853,,38741,489,18,8302,177,538956,111625
December 20, 2021, 10:16 GMT,Guyana,38870,,1030,,37042,798,10,49071,1300,412068,520216
December 20, 2021, 10:16 GMT,Cabo Verde,38589,,351,,38119,119,23,68320,621,211692,374792
December 20, 2021, 10:16 GMT,Gabon,37743,,285,,35488,1970,5,16392,124,1459776,633995
December 20, 2021, 10:16 GMT,Papua New Guinea,36004,,589,,35252,163,7,3916,64,249149,27096
December 20, 2021, 10:16 GMT,Belize,31246,,589,,30110,547,6,76548,1443,368795,903497
December 20, 2021, 10:16 GMT,Guinea,30814,,388,,29776,650,49,2257,28,569940,41744
December 20, 2021, 10:16 GMT,Barbados,27169,,256,,25474,1439,,94373,889,457690,1589809
December 20, 2021, 10:16 GMT,Togo,26678,,245,,25991,442,,3116,29,600106,70087
December 20, 2021, 10:16 GMT,Tanzania,26483,,734,,,,7,426,12,,
December 20, 2021, 10:16 GMT,Haiti,25920,,765,,22748,2407,,2233,66,132422,11410
December 20, 2021, 10:16 GMT,Lesotho,25528,,665,,14107,10756,,11780,307,290730,134156
December 20, 2021, 10:16 GMT,Benin,24907,,161,,24705,41,5,1979,13,604310,48010
December 20, 2021, 10:16 GMT,Seychelles,24047,,131,,23574,342,,242314,1320,,
December 20, 2021, 10:16 GMT,Somalia,23169,,1333,,12903,8933,,1401,81,262138,15848
December 20, 2021, 10:16 GMT,Bahamas,22995,,713,,21683,599,2,57668,1788,175609,440404
December 20, 2021, 10:16 GMT,Mauritius,22965,,680,,21423,862,,18014,533,358675,281345
December 20, 2021, 10:16 GMT,Channel Islands,21667,,110,,19632,1925,,122962,624,1102820,6258591
December 20, 2021, 10:16 GMT,Burundi,21422,,38,,773,20611,,1726,3,345742,27864
December 20, 2021, 10:16 GMT,Mayotte,21180,,185,,2964,18031,,74990,655,176919,626402
December 20, 2021, 10:16 GMT,Andorra,20549,,134,,18285,2130,31,265333,1730,218899,2826473
December 20, 2021, 10:16 GMT,Iceland,20232,,36,,18644,1552,2,58731,105,1304837,3787779
December 20, 2021, 10:16 GMT,Timor-Leste,19833,,122,,19704,7,,14635,90,211166,155822
December 20, 2021, 10:16 GMT,Mali,19306,,639,,16039,2628,,915,30,517911,24542
December 20, 2021, 10:16 GMT,Congo,19179,,365,,12421,6393,,3355,64,188207,32923
December 20, 2021, 10:16 GMT,Curaçao,17770,,184,,17370,216,3,107647,1115,363944,2204706
December 20, 2021, 10:16 GMT,Nicaragua,17391,,210,,4225,12956,,2580,31,,
December 20, 2021, 10:16 GMT,Tajikistan,17095,,124,,16966,5,,1735,13,,
December 20, 2021, 10:16 GMT,Taiwan,16816,11,850,,,215,,704,36,8937193,374256
December 20, 2021, 10:16 GMT,Aruba,16807,,180,,16363,264,9,156446,1676,177885,1655822
December 20, 2021, 10:16 GMT,Burkina Faso,16672,,296,,15926,450,,767,14,234250,10775
December 20, 2021, 10:16 GMT,Brunei ,15412,10,98,,15113,201,1,34742,221,668138,1506135
December 20, 2021, 10:16 GMT,Equatorial Guinea,13618,,175,,13407,36,1,9262,119,263190,179005
December 20, 2021, 10:16 GMT,Djibouti,13535,,189,,13304,42,,13414,187,253794,251524
December 20, 2021, 10:16 GMT,New Zealand,13495,70,49,,11642,1804,40,2698,10,5420104,1083566
December 20, 2021, 10:16 GMT,South Sudan,13309,,133,,12614,562,2,1169,12,281458,24720
December 20, 2021, 10:16 GMT,Saint Lucia,13149,,293,,12772,84,3,71131,1585,104173,563536
December 20, 2021, 10:16 GMT,Isle of Man,13097,,67,,12419,611,1,152838,782,133676,1559959
December 20, 2021, 10:16 GMT,Hong Kong,12534,7,213,,12184,137,,1652,28,28539548,3762120
December 20, 2021, 10:16 GMT,New Caledonia,12519,17,280,,12074,165,4,43241,967,42756,147681
December 20, 2021, 10:16 GMT,CAR,11961,,101,,6859,5001,2,2415,20,60228,12161
December 20, 2021, 10:16 GMT,Yemen,10101,,1976,,6973,1152,23,328,64,265253,8616
